Date,Price,Volume,Market,Volatility,Price-to-Volume Ratio,SMA_50,OpenMarket,year,month,day,World_Population,USD_in_Circulation,Age_0_17,Age_17_64,Age_65_plus
2017-01-01,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,1,7.53,13.8,1.9578,4.894500000000001,0.6777
2017-01-02,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,2,7.5302005184134595,13.803403922335796,1.9578521347874995,4.894630336968749,0.6777180466572114
2017-01-03,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,3,7.530401036826919,13.80680784467159,1.9579042695749989,4.894760673937498,0.6777360933144226
2017-01-04,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,4,7.530601555240378,13.810211767007386,1.9579564043624984,4.894891010906246,0.677754139971634
2017-01-05,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,5,7.530802073653837,13.81361568934318,1.9580085391499975,4.895021347874994,0.6777721866288453
2017-01-06,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,6,7.531002592067296,13.817019611678976,1.958060673937497,4.895151684843743,0.6777902332860567
2017-01-07,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,7,7.531203110480756,13.82042353401477,1.9581128087249968,4.895282021812491,0.677808279943268
2017-01-08,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,8,7.531403628894215,13.823827456350566,1.958164943512496,4.89541235878124,0.6778263266004794
2017-01-09,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,9,7.531604147307674,13.827231378686362,1.9582170782999957,4.895542695749988,0.6778443732576906
2017-01-10,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,10,7.531804665721133,13.830635301022156,1.9582692130874944,4.8956730327187366,0.6778624199149019
2017-01-11,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,11,7.532005184134592,13.834039223357951,1.958321347874994,4.895803369687485,0.6778804665721132
2017-01-12,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,12,7.532205702548051,13.837443145693744,1.9583734826624932,4.895933706656233,0.6778985132293246
2017-01-13,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,13,7.53240622096151,13.84084706802954,1.9584256174499928,4.896064043624982,0.6779165598865359
2017-01-14,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,14,7.53260673937497,13.844250990365335,1.958477752237492,4.89619438059373,0.6779346065437473
2017-01-15,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,15,7.532807257788429,13.847654912701133,1.958529887024992,4.896324717562479,0.6779526532009585
2017-01-16,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,16,7.533007776201888,13.851058835036929,1.958582021812491,4.896455054531227,0.6779706998581699
2017-01-17,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,17,7.533208294615347,13.85446275737272,1.9586341565999903,4.896585391499976,0.6779887465153812
2017-01-18,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,18,7.533408813028807,13.857866679708517,1.9586862913874896,4.896715728468725,0.6780067931725926
2017-01-19,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,19,7.533609331442266,13.86127060204431,1.9587384261749887,4.896846065437473,0.6780248398298039
2017-01-20,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,20,7.533809849855725,13.864674524380106,1.9587905609624885,4.896976402406222,0.6780428864870153
2017-01-21,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,21,7.534010368269184,13.8680784467159,1.958842695749988,4.89710673937497,0.6780609331442266
2017-01-22,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,22,7.534210886682644,13.871482369051696,1.9588948305374876,4.897237076343719,0.6780789798014379
2017-01-23,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,23,7.534411405096103,13.874886291387492,1.958946965324987,4.897367413312467,0.6780970264586492
2017-01-24,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,24,7.534611923509562,13.878290213723286,1.9589991001124865,4.897497750281215,0.6781150731158606
2017-01-25,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,25,7.534812441923021,13.881694136059082,1.9590512348999856,4.897628087249964,0.6781331197730719
2017-01-26,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,26,7.535012960336481,13.885098058394876,1.959103369687485,4.897758424218712,0.6781511664302833
2017-01-27,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,27,7.535213478749939,13.888501980730672,1.959155504474984,4.897888761187461,0.6781692130874944
2017-01-28,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,28,7.535413997163398,13.891905903066466,1.9592076392624835,4.898019098156209,0.6781872597447058
2017-01-29,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,29,7.5356145155768575,13.89530982540226,1.959259774049983,4.8981494351249575,0.6782053064019171
2017-01-30,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,30,7.535815033990317,13.898713747738055,1.9593119088374824,4.898279772093706,0.6782233530591285
2017-01-31,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,1,31,7.536015552403776,13.902117670073851,1.9593640436249815,4.898410109062454,0.6782413997163398
2017-02-01,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,2,1,7.536216070817235,13.905521592409649,1.9594161784124813,4.898540446031203,0.6782594463735512
2017-02-02,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,2,2,7.5364165892306945,13.90892551474544,1.9594683131999808,4.898670782999951,0.6782774930307625
2017-02-03,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,2,3,7.536617107644154,13.912329437081237,1.95952044798748,4.8988011199687005,0.6782955396879738
2017-02-04,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,2,4,7.536817626057613,13.91573335941703,1.9595725827749797,4.898931456937449,0.6783135863451851
2017-02-05,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,2,5,7.537018144471072,13.919137281752826,1.9596247175624788,4.899061793906197,0.6783316330023965
2017-02-06,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,2,6,7.5372186628845315,13.92254120408862,1.9596768523499783,4.899192130874946,0.6783496796596078
2017-02-07,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,2,7,7.537419181297991,13.925945126424416,1.9597289871374777,4.899322467843694,0.6783677263168192
2017-02-08,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,2,8,7.53761969971145,13.929349048760212,1.959781121924977,4.899452804812443,0.6783857729740305
2017-02-09,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,2,9,7.537820218124909,13.932752971096006,1.9598332567124763,4.899583141781191,0.6784038196312419
2017-02-10,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,2,10,7.538020736538368,13.936156893431802,1.959885391499976,4.89971347874994,0.6784218662884531
2017-02-11,0.0,0.0,US Bonds,0.0,0.0,0.0,0,2017,2,11,7.538221254951828,13.939560815767596,1.9599375262874752,4.899843815718688,0.6784399129456644
