Date,Price,Volume,Market,Volatility,Price-to-Volume Ratio,SMA_50,OpenMarket
2022-04-18,4391.68994140625,3910490000.0,SP500,0.0131080897611067,1.123053617681224e-06,4416.669599609375,1
2022-04-19,4462.2099609375,4108120000.0,SP500,0.0121041025414576,1.0861927015124924e-06,4415.903203125,1
2022-04-20,4459.4501953125,4290450000.0,SP500,0.0119882302686565,1.039389853118554e-06,4415.4148046875,1
2022-04-21,4393.66015625,4636890000.0,SP500,0.0115323317257274,9.475446163808068e-07,4412.85720703125,1
2022-04-22,4271.77978515625,4651940000.0,SP500,0.0126414520027203,9.182792093527108e-07,4406.54919921875,1
2022-04-23,0.0,0.0,SP500,0.0,0.0,0.0,0
2022-04-24,0.0,0.0,SP500,0.0,0.0,0.0,0
2022-04-25,4296.1201171875,5240040000.0,SP500,0.0124301925940224,8.198639928678979e-07,4402.39,1
2022-04-26,4175.2001953125,4689970000.0,SP500,0.0134376776498964,8.902402777229918e-07,4397.521201171875,1
2022-04-27,4183.9599609375,4769680000.0,SP500,0.0128307766073315,8.771993007785637e-07,4393.167001953125,1
2022-04-28,4287.5,4854180000.0,SP500,0.0129827147676023,8.832593764549317e-07,4389.49560546875,1
2022-04-29,4131.93017578125,5084030000.0,SP500,0.0142978550997728,8.127273394888013e-07,4382.634013671875,1
2022-04-30,0.0,0.0,SP500,0.0,0.0,0.0,0
2022-05-01,0.0,0.0,SP500,0.0,0.0,0.0,0
2022-05-02,4155.3798828125,5163790000.0,SP500,0.0141403175326401,8.047151187039946e-07,4378.136416015625,1
2022-05-03,4175.47998046875,4582050000.0,SP500,0.0141967022075115,9.112689692318394e-07,4374.66861328125,1
2022-05-04,4300.169921875,5136360000.0,SP500,0.0151719984359687,8.372018164371267e-07,4374.57681640625,1
2022-05-05,4146.8701171875,5077030000.0,SP500,0.0163032066544379,8.167905482511429e-07,4373.00421875,1
2022-05-06,4123.33984375,5116940000.0,SP500,0.0160068989169605,8.058214174389381e-07,4369.69701171875,1
2022-05-07,0.0,0.0,SP500,0.0,0.0,0.0,0
